lon,lat,mean,sd,min,max
3873166.892,3664637.365,24.29620756,7.181578975,0,89.13766509
3873135.299,3664655,24.32013989,7.146704188,0,89.13764942
3872921.675,3664743.9,23.55884624,6.983990701,0,89.13765768
3872943.626,3664720.23,24.09059794,7.073768581,0,89.13765435
3872987.451,3664701.618,24.09200643,7.071599625,0,89.13766529
3873051.849,3664705.893,24.67498776,7.019860681,0,89.13765951
3872998.805,3664733.322,24.10046927,7.057514575,0,89.13765819
3873235.436,3664744.532,24.70594423,6.972643156,0,89.13766332
3873298.512,3664748.331,24.69176707,6.986880636,0,89.13765554
3873125.832,3664709.264,24.66085213,7.040642702,0,89.13765578
3873101.89,3664723.943,24.66564185,7.036065753,0,89.13764971
3873078.26,3664742.471,24.70010489,6.990007733,0,89.13766229
3872573.687,3664704.116,23.62819896,7.711414966,0,89.19826139
3872549.822,3664729.561,23.6173017,7.720096466,0,89.19826903
3872553.027,3664742.41,23.60839419,7.727106235,0,89.19826698
3872519.172,3664728.381,22.87725706,7.496388616,0,85.98272782
3872559.309,3664707.273,23.62348896,7.71516277,0,89.19826781
3872432.211,3664742.66,23.16050643,7.41616711,0,85.98271657
3872402.173,3664747.529,23.66983961,7.605070583,0,89.19827287
3872387.241,3664751.206,23.67460803,7.601522714,0,89.19827069
3872415.996,3664743.785,23.64809746,7.621503259,0,89.19827366
3872794.683,3664746.713,22.42875425,7.215134693,0,85.98271631
3872673.345,3664734.09,22.51170689,7.10991006,0,85.98272577
3872800.471,3664707.162,22.44239166,7.194005605,0,85.98272838
3872719.969,3664714.981,22.43568411,7.205246918,0,85.98271713
3872714.71,3664695.11,22.52563387,7.086295889,0,85.98272466
3872683.188,3664676.441,22.54837277,7.051886657,0,85.98272511
3872705.164,3664675.374,22.53537573,7.071725449,0,85.98272769
3872782.813,3664716.987,22.4275618,7.216948209,0,85.98271814
3872629.915,3664720.95,23.43388118,7.698586752,0,89.19825927
3872644.227,3664733.611,22.51856197,7.100127675,0,85.98271691
3872613.906,3664707.293,23.45353698,7.685833086,0,89.19826915
3872585.238,3664701.34,23.62423057,7.714593543,0,89.19826708
3872598.315,3664696.483,23.60820776,7.727347151,0,89.19826489
3872659.815,3664738.323,22.51700148,7.102313713,0,85.9827191
3872228.769,3664990.641,22.52573406,7.995155665,0,85.98271381
3872208.964,3665165.363,23.85327612,7.391687625,0,85.98272891
3872077.358,3664846.986,23.40486045,7.833331556,0,84.84949412
3872077.424,3664875.091,22.65495102,7.922898753,0,85.12697761
3872107.482,3664823.13,22.74288213,7.803322011,0,85.23357544
3872125.804,3664818.451,22.7941959,7.77008901,0,85.63161801
3872147.146,3664814.389,22.80507516,7.770050824,0,85.79668912
3872163.274,3664829.231,22.81559636,7.771786418,0,85.9785952
3872184.548,3664850.324,22.82374434,7.771961879,0,85.98271783
3872197.903,3664864.757,22.82613266,7.773795122,0,85.98271542
3872214.534,3664879.036,22.41448839,8.058196719,0,85.98271569
3872123.184,3664929.984,22.38020583,8.10184784,0,85.98271267
3872233.531,3664791.206,23.11211023,7.49178403,0,85.98272603
3872209.22,3664797.333,23.11211023,7.49178403,0,85.98272603
3872099.173,3664895.964,22.67468489,7.927222954,0,85.41939742
3872101.236,3664932.404,22.72238157,7.926479882,0,85.98271552
3872116.335,3665000.304,22.74307368,7.898702221,0,85.98271914
3872122.677,3665021.851,22.76179104,7.873292245,0,85.98272287
3872129.536,3665043.241,22.7798096,7.849041947,0,85.98272693
3872137.923,3665064.248,23.61926956,7.674555559,0,85.98271998
3872173.232,3664972.792,23.01237896,7.628823412,0,85.98272015
3872181.438,3664989.781,22.98107486,7.670180789,0,85.98271387
3872232.803,3665080.114,23.04082754,7.621374472,0,85.98271751
3870965.862,3661747.372,36.29121543,11.17702516,0,66.72566982
3871045.963,3661914.778,36.28704996,11.18012203,0,66.72568078
3871018.442,3661889.82,36.28901127,11.17702931,0,66.72567642
3871024.549,3661884.309,36.28891795,11.17715621,0,66.72567867
3871033.945,3661871.949,36.28895859,11.17709714,0,66.72567512
3871039.862,3661866.038,36.28163483,11.19281623,0,66.72567484
3871053.43,3661858.399,36.2772203,11.20317321,0,66.72567584
3871057.498,3661850.321,36.27480775,11.20894067,0,66.72567289
3871070.019,3661833.162,36.26850923,11.2241858,0,66.72567709
3871077.661,3661837.159,36.26716174,11.22750056,0,66.72568213
3871052.721,3661809.146,36.27012668,11.22719607,0,66.72566764
3871057.981,3661815.244,36.26976237,11.22809256,0,66.72567116
3871031.145,3661784.696,36.2717173,11.22328054,0,66.72568195
3871025.77,3661778.71,36.27212754,11.22226576,0,66.72567928
3871037.473,3661828.009,36.27802149,11.20786138,0,66.72566993
3871029.373,3661831.099,36.28079135,11.20112421,0,66.72568141
3871018.179,3661842.105,36.28537114,11.19012516,0,66.72567358
3871012.185,3661847.583,36.29117636,11.17434499,0,66.7256727
3871000.949,3661857.564,36.29131097,11.17416851,0,66.725682
3870994.903,3661862.923,36.29137276,11.17408074,0,66.72566809
3871012.608,3661800,36.27974014,11.20367111,0,66.72567402
3871006.629,3661805.305,36.2822991,11.19747182,0,66.72567993
3870994.958,3661815.666,36.2866348,11.1869567,0,66.72567046
3870948.087,3661432.182,36.30038875,11.15971712,0,66.7256722
3870941.878,3661437.714,36.30066865,11.15902943,0,66.72567427
3870877.091,3661439.176,36.36400364,10.99071623,0,66.72567202
3870871.595,3661433.059,36.36395548,10.99086091,0,66.72567752
3870860.902,3661420.801,36.36009798,11.00159942,0,66.72568286
3870855.391,3661414.639,36.35811523,11.00710641,0,66.72566799
3871745.718,3661824.129,36.35853172,10.89698277,0,66.56132838
3871743.748,3661832.163,36.35431598,10.9045561,0,66.56134139
3871721.399,3661826.892,36.32145963,10.99648752,0,66.56133842
3871712.444,3661840.032,36.23166161,11.21167763,0,66.56134187
3871707.818,3661847.411,36.22992514,11.21411776,0,66.5613295
3871175.626,3661553.898,36.27356079,11.22359947,0,66.72567492
3871507.225,3661912.901,36.22820476,11.2274357,0,66.56133203
3871618.786,3661917.403,36.22810747,11.21575197,0,66.5613313
3871616.832,3661925.49,36.22714588,11.21584634,0,66.56133335
3871669.617,3661860.268,36.22598407,11.22244075,0,66.56133716
3871661.507,3661858.12,36.22703775,11.22198067,0,66.5613371
3871117.448,3661468.033,36.28060634,11.21051038,0,66.72567046
3871123.425,3661474.866,36.27925012,11.21351968,0,66.72568072
3871098.362,3661723.897,36.24885104,11.27735777,0,66.72567274
3871098.708,3661861.008,36.26583642,11.23076542,0,66.72568239
3871605.722,3662118.32,36.28864048,11.03365666,0,66.56133981
3871603.802,3662126.223,36.29202313,11.02804209,0,66.5613378
3871611.836,3662093.274,36.27740117,11.05261712,0,66.56132995
3871609.898,3662101.173,36.28130284,11.0458419,0,66.5613417
3871560.738,3662155.985,36.30409296,11.03032827,0,66.56133913
3871564.148,3662141.505,36.29728354,11.04387651,0,66.56133277
3871566.054,3662133.615,36.29354876,11.05131932,0,66.56133483
3871577.97,3662085.136,36.22234315,11.21233671,0,66.5613269
3871576.028,3662093.016,36.27415223,11.08906417,0,66.56133307
3871525.148,3662155.321,36.30738618,11.02377432,0,66.56134125
3871526.372,3662147.358,36.30533887,11.02784059,0,66.5613335
3871492.635,3662139.157,36.24936633,11.18085313,0,66.56133886
3871490.68,3662147.034,36.30048017,11.05806012,0,66.56133448
3871503.724,3662093.341,36.23441413,11.20834369,0,66.56133378
3871501.759,3662101.215,36.23699387,11.20360856,0,66.56134109
3871509.918,3662067.342,36.22028734,11.2384503,0,66.56133127
3871507.976,3662076.055,36.22278446,11.23413568,0,66.56132822
3871458.482,3662130.646,36.24981874,11.18000793,0,66.56132696
3871456.544,3662138.544,36.30069451,11.0576254,0,66.56132761
3871462.165,3662115.704,36.24493381,11.18902793,0,66.56133338
3871464.103,3662107.806,36.24235437,11.1937721,0,66.56133647
3871482.625,3662036.335,36.21391248,11.24965746,0,66.56133212
3871632.46,3662157.64,36.30062543,11.01361175,0,66.56133464
3871634.413,3662149.762,36.29730236,11.01929604,0,66.56133154
3871594.578,3662164.32,36.30754454,11.00146092,0,66.56133089
3871597.462,3662150.165,36.30224067,11.01077695,0,66.5613304
3871599.336,3662141.267,36.29857702,11.01719643,0,66.5613429
3870884.255,3661725.998,36.31519059,11.12121341,0,66.72567288
3870893.345,3661713.452,36.31524195,11.12113068,0,66.72568343
3870899.763,3661708.063,36.30795756,11.13840109,0,66.72568047
3870913.117,3661700.257,36.30346622,11.14934515,0,66.72568101
3870919.158,3661694.913,36.301011,11.15542194,0,66.72567461
3870938.058,3661679.206,36.29320708,11.1750328,0,66.72566769
3870932.592,3661673.202,36.29363734,11.17394423,0,66.72567019
3870896.059,3661668.464,36.3067285,11.14488383,0,66.72567581
3870889.928,3661673.89,36.30853532,11.14016131,0,66.72567873
3870878.599,3661684.209,36.311686,11.13202371,0,66.72566869
3870874.466,3661692.097,36.31642721,11.11902757,0,66.72567739
3870831.671,3661678.87,36.31934599,11.11242572,0,66.72567055
3870837.746,3661673.409,36.31917671,11.11286238,0,66.72566925
3870848.975,3661663.274,36.3188666,11.11366659,0,66.7256739
3870855.106,3661657.865,36.31295316,11.1288081,0,66.72568326
3870866.564,3661647.566,36.30987354,11.13668505,0,66.72567919
3870872.578,3661642.096,36.30812715,11.14121778,0,66.72567339
3870891.328,3661627.071,36.30229619,11.15641342,0,66.72567162
3870886.005,3661621.07,36.30268326,11.15540604,0,66.72567361
3870849.32,3661615.915,36.31733965,11.11792012,0,66.72568275
3870843.158,3661621.423,36.31892464,11.11371265,0,66.72568256
3870831.763,3661631.663,36.32163078,11.10662272,0,66.72566823
3870825.617,3661637.085,36.32337443,11.10202407,0,66.72567476
3870814.4,3661647.289,36.32365687,11.10130793,0,66.72567664
3870808.319,3661652.7,36.32381786,11.10089061,0,66.72567219
3870878.258,3661731.508,36.31524146,11.12112269,0,66.72566999
3871317.554,3661575.08,36.28710514,11.18266909,0,66.72568036
3871310.77,3661581.07,36.28320871,11.19260324,0,66.7256697
3871282.625,3661606.285,36.26708911,11.23365088,0,66.72567886
3871278.73,3661615.26,36.26360071,11.24249623,0,66.72568183
3871293.273,3661547.684,36.28455662,11.18916622,0,66.7256684
3871286.489,3661553.674,36.28067142,11.19906638,0,66.7256744
3871275.882,3661563.381,36.27453896,11.21470014,0,66.72566816
3871269.098,3661569.371,36.27068618,11.22451636,0,66.72567491
3871257.971,3661578.557,36.26450964,11.24018525,0,66.72567742
3871251.614,3661584.862,36.26075551,11.24970675,0,66.72567756
3871338.163,3661598.34,36.27988549,11.19451852,0,66.72567176
3871333.13,3661606.257,36.27636121,11.20344714,0,66.72567653
3871313.445,3661619.359,36.26671367,11.22792159,0,66.72567641
3871322.595,3661615.81,36.27060875,11.21804107,0,66.72568204
3871304.914,3661631.584,36.26109687,11.24221745,0,66.72568099
3871298.133,3661637.578,36.25749176,11.25139932,0,66.72567851
3871322.45,3661664.862,36.25948417,11.2463252,0,66.72568109
3871329.287,3661658.794,36.26312971,11.23702881,0,66.72567232
3871341.766,3661651.452,36.26898668,11.22214413,0,66.72567355
3871348.853,3661645.547,36.27273511,11.21264873,0,66.72568312
3871357.366,3661633.555,36.27836513,11.1983698,0,66.72567385
3871364.203,3661627.488,36.28209221,11.1889512,0,66.72567997
3871171.924,3661525.656,36.2689634,11.23691401,0,66.72567797
3871163.96,3661520.543,36.27027015,11.23393878,0,66.72567736
3871182.607,3661507.031,36.28256304,11.20211101,0,66.72567278
3871189.424,3661500.96,36.2862654,11.19230173,0,66.72566748
3871270.752,3661522.58,36.29560044,11.16400544,0,66.72567402
3871263.974,3661528.572,36.29183889,11.17397842,0,66.72568019
3871253.386,3661538.139,36.2859454,11.18961495,0,66.72568356
3871246.632,3661544.108,36.2822314,11.19947097,0,66.7256773
3871229.101,3661559.763,36.27244169,11.22495105,0,66.72568038
3871235.879,3661553.779,36.27624844,11.21517795,0,66.72567269
3871236.2,3661601.983,36.25397047,11.26807288,0,66.72567796
3871230.18,3661595.145,36.25534146,11.26525164,0,66.72566865
3871210.592,3661572.998,36.25972115,11.25642947,0,66.72568305
3871216.621,3661579.813,36.25838724,11.25910333,0,66.72567172
3871131.513,3661550.543,36.26946885,11.23518642,0,66.7256724
3871245.597,3661493.375,36.29397126,11.16832499,0,66.72567771
3871240.549,3661501.642,36.29026078,11.17815097,0,66.7256692
3871229.588,3661510.946,36.28431012,11.19394514,0,66.72566992
3871221.02,3661514.995,36.28045271,11.20420403,0,66.72567888
3871211.915,3661526.289,36.27459402,11.21941982,0,66.72566817
3871205.098,3661532.36,36.27076167,11.22926055,0,66.72568125
3871383.837,3661650.187,36.27806245,11.19339541,0,66.72567156
3871376.494,3661655.434,36.27440365,11.20267102,0,66.72567691
3871365.849,3661664.953,36.26854615,11.21704049,0,66.72567505
3871359.031,3661671.013,36.26461267,11.22594524,0,66.7256685
3871282.68,3661654.455,36.24856629,11.27553048,0,66.72567154
3871276.654,3661647.623,36.24904472,11.27510634,0,66.7256721
3871263.307,3661632.607,36.25011048,11.27425329,0,66.72567434
3871257.281,3661625.776,36.25057543,11.27397102,0,66.7256758
3870927.973,3661351.547,36.35746783,11.00793572,0,66.72567826
3870933.953,3661358.376,36.35983705,11.00138284,0,66.72567238
3870943.612,3661368.907,36.36356206,10.99110689,0,66.72567197
