lat,lon,mean,sd,min,max
31.24566825,34.78918815,22.38603103,7.019929284,0,86.4343469
31.24552487,34.78890498,22.40939996,6.98834826,0,86.43434735
31.24551668,34.7891024,22.39580836,7.006718704,0,86.43434992
31.24583627,34.78979993,22.29112177,7.142891689,0,86.43434449
31.24586671,34.78842642,22.48286839,6.905865065,0,86.4343521
31.24596395,34.78855499,22.36884127,7.040609703,0,86.43433758
31.24576183,34.78828261,22.49137825,6.894824553,0,86.4343453
31.2457161,34.78802509,22.51051496,6.869571041,0,86.43434324
31.2456788,34.78814256,22.49999404,6.883664558,0,86.43434104
31.24600014,34.78869502,22.36800824,7.042119246,0,86.43435206
31.24793795,34.78482287,21.31151723,7.258815285,0,81.4343386
31.24927981,34.78464496,24.67504998,8.241526088,0,86.43435371
31.24683468,34.78346272,22.50977261,7.443772039,0,81.43434972
31.24705053,34.78346331,22.52513521,7.434637847,0,81.43434988
31.24665146,34.78373333,21.61425596,7.153638397,0,81.43434771
31.24661553,34.78389791,21.64360025,7.116653015,0,81.43434028
31.24658433,34.78408963,21.64740411,7.114007909,0,81.43434473
31.24669832,34.78423452,21.65074831,7.112391556,0,81.4343508
31.24686032,34.78442562,21.27467033,7.283667683,0,81.43434263
31.24697116,34.78454559,21.2831526,7.276273453,0,81.43434022
31.24708082,34.784695,21.29190014,7.268913473,0,81.43434048
31.24747211,34.78387439,21.25528086,7.318847645,0,81.43433747
31.24640628,34.78486565,22.40623631,6.942227457,0,86.43434282
31.24645334,34.78464726,22.40623631,6.942227457,0,86.43434282
31.24721083,34.78365868,21.54353079,7.267580583,0,81.43435303
31.24749069,34.78367722,21.19851658,7.371642844,0,81.43434031
31.24801217,34.78381286,21.6691108,7.179827753,0,81.43434393
31.24817764,34.78386982,22.6801519,7.330633776,0,81.43434767
31.24834192,34.78393144,22.69323791,7.305125821,0,81.43435173
31.24850325,34.78400678,22.70492544,7.280848262,0,81.43434478
31.24780087,34.78432397,21.34768997,7.210955539,0,81.43434495
31.24793135,34.78439769,21.33099416,7.233701286,0,81.43433867
31.2486251,34.7848591,22.95358462,7.184563201,0,86.4343423
31.22302645,34.77347798,35.04496326,10.68155694,0,64.91132927
31.22431246,34.77419755,35.04762295,10.66948827,0,64.91134023
31.22412073,34.77395032,35.04946484,10.66680043,0,64.91133587
31.2240784,34.77400518,35.04937909,10.66689874,0,64.91133812
31.22398345,34.77408958,35.04941658,10.6668527,0,64.91133458
31.22393804,34.77414273,35.04200032,10.682588,0,64.91133429
31.22387936,34.77426462,35.03744591,10.6932857,0,64.91133529
31.22381731,34.77430116,35.03495822,10.69924455,0,64.91133234
31.22368549,34.77441364,35.02846342,10.71499605,0,64.91133654
31.22371619,34.77448229,35.02707319,10.71842118,0,64.91134158
31.223501,34.77425825,35.0295905,10.72004314,0,64.91132709
31.22354784,34.7743055,35.02921724,10.72096996,0,64.91133061
31.22331318,34.77406443,35.03122905,10.71599461,0,64.9113414
31.22326719,34.77401615,35.0316523,10.71494656,0,64.91133873
31.22364591,34.77412127,35.03770509,10.70004791,0,64.91132938
31.22366965,34.77404851,35.04024499,10.69362538,0,64.91134086
31.22375419,34.77394795,35.04371358,10.684485,0,64.91133303
31.22379627,34.77389411,35.04929623,10.66890578,0,64.91133215
31.22387294,34.77379317,35.04920609,10.6692457,0,64.91134145
31.22391411,34.77373886,35.04914691,10.66943886,0,64.91132754
31.22343074,34.77389791,35.03940042,10.69584628,0,64.91133347
31.22347149,34.7738442,35.04144982,10.69045317,0,64.91133938
31.22355109,34.77373936,35.04459888,10.68212916,0,64.91132991
31.22060513,34.7733183,35.04385845,10.68741987,0,64.91133166
31.22064763,34.77326253,35.04403928,10.68693659,0,64.91133372
31.22065886,34.77268054,35.10108315,10.53095704,0,65.16737285
31.22061187,34.77263117,35.10103271,10.53110711,0,65.16737834
31.22051771,34.77253511,35.09701822,10.54228965,0,65.16738369
31.22047036,34.7724856,35.09495654,10.54802626,0,65.16736882
31.2236161,34.78048355,35.13981515,10.38717981,0,64.91132838
31.22367782,34.78046585,35.13599362,10.39567405,0,64.91134139
31.22363732,34.78026509,35.1203019,10.43954662,0,64.91133842
31.22373826,34.78018464,35.00590142,10.71028707,0,64.91134187
31.22379495,34.78014309,35.00451483,10.71321586,0,64.9113295
31.22154018,34.77536232,35.03005895,10.72316948,0,64.91133437
31.22429804,34.77834113,35.00096623,10.72545403,0,64.91133203
31.22433262,34.77934329,35.00306591,10.71570494,0,64.9113313
31.22439475,34.77932574,35.00245493,10.71625156,0,64.91133335
31.22389372,34.77979992,35.00097102,10.72232783,0,64.91133716
31.22387722,34.77972707,35.00165937,10.72144914,0,64.9113371
31.22144284,34.77460752,35.02195283,10.74501436,0,64.91133333
31.22088055,34.7748397,35.02958807,10.72668556,0,64.91132992
31.22093304,34.77489339,35.0292295,10.72751374,0,64.91134017
31.22284612,34.77466825,35.00768264,10.77165615,0,64.91133219
31.2238994,34.77467135,35.02570671,10.72179461,0,64.91134184
31.22587603,34.77922594,35.05320886,10.57761305,0,64.91133981
31.22593674,34.7792087,35.055605,10.57200925,0,64.9113378
31.22568364,34.77928087,35.0456228,10.59536391,0,64.91132995
31.22574431,34.77926346,35.04804796,10.58968944,0,64.9113417
31.22616537,34.77882184,35.06360403,10.56174086,0,64.91133913
31.22605413,34.77885248,35.05894515,10.57262228,0,64.91133277
31.22599352,34.7788696,35.05620308,10.57906974,0,64.91133483
31.22562112,34.77897665,35.00008446,10.71548151,0,64.9113269
31.22568165,34.7789592,35.0419861,10.61261346,0,64.91133307
31.22616026,34.77850213,35.06585456,10.55648676,0,64.91134125
31.22609909,34.77851313,35.06445075,10.55975502,0,64.9113335
31.2260361,34.77821006,35.02073393,10.6753317,0,64.91133886
31.2260966,34.7781925,35.06236871,10.57269272,0,64.91133448
31.22568415,34.77830968,35.00747361,10.70601722,0,64.91133378
31.22574464,34.77829203,35.00976986,10.70070602,0,64.91134109
31.22548443,34.77836532,34.99984763,10.72376374,0,64.91133127
31.22555136,34.77834788,35.00238116,10.71786263,0,64.91132822
31.22597072,34.77790327,35.02113411,10.67439618,0,64.91132696
31.22603139,34.77788586,35.06253819,10.57228941,0,64.91132761
31.22585594,34.77793635,35.01680653,10.68440324,0,64.91133338
31.22579527,34.77795376,35.01452233,10.68969309,0,64.91133647
31.22524624,34.77812014,34.99345271,10.73874702,0,64.91133212
31.22617808,34.77946613,35.06172058,10.55773291,0,64.91133464
31.22611756,34.77948368,35.05933722,10.56328782,0,64.91133154
31.2262294,34.77912583,35.06674334,10.54602431,0,64.91133089
31.22612065,34.77915174,35.06289197,10.55500251,0,64.9113304
31.2260523,34.77916857,35.06023829,10.56119938,0,64.9113429
31.22286226,34.77274489,35.05566416,10.65483184,0,64.91133233
31.22276588,34.77282655,35.05568025,10.65482713,0,64.91134288
31.22272448,34.77288421,35.05130621,10.66585261,0,64.91133992
31.22266451,34.77300416,35.04845169,10.67334102,0,64.91134046
31.22262346,34.77305843,35.04683475,10.67764999,0,64.91133406
31.2225028,34.77322822,35.04157582,10.69187969,0,64.91132714
31.22245668,34.77317911,35.04187285,10.69107171,0,64.91132964
31.22242028,34.77285093,35.04642749,10.68077838,0,64.91133526
31.22246197,34.77279586,35.04807739,10.6763612,0,64.91133818
31.22254123,34.77269409,35.05070558,10.66933125,0,64.91132814
31.22260183,34.77265696,35.0556186,10.65569359,0,64.91133684
31.22250022,34.77227252,35.05716313,10.65224963,0,65.12224144
31.22245827,34.77232709,35.05700998,10.65265491,0,65.10894015
31.22238041,34.77242796,35.05673181,10.653402,0,65.08462813
31.22233886,34.77248304,35.05173655,10.66661837,0,64.91134271
31.22225974,34.77258597,35.0492261,10.67328156,0,64.91133864
31.22221772,34.77264,35.04770566,10.67734976,0,64.91133284
31.22210229,34.77280843,35.042648,10.69100903,0,64.91133107
31.22205619,34.77276061,35.04297182,10.6901286,0,64.91133306
31.2220166,34.77243107,35.05514759,10.65771233,0,65.16087031
31.22205891,34.77237571,35.05662256,10.6537175,0,65.16738338
31.22213757,34.77227335,35.05911305,10.64705769,0,65.16736905
31.22217923,34.77221814,35.06078869,10.64260701,0,65.16737558
31.22225762,34.77211737,35.06104218,10.64194614,0,65.16737746
31.22229918,34.77206275,35.0611861,10.6415622,0,65.16737301
31.22290459,34.77269102,35.05567622,10.65482897,0,64.91132944
31.22148508,34.77455211,35.02057495,10.74826919,0,64.91132964
31.2217029,34.77663729,35.04162449,10.68798385,0,64.91133981
31.22174892,34.77657635,35.0379817,10.69733797,0,64.91132915
31.22194262,34.77632351,35.02277197,10.73608993,0,64.91133831
31.22201157,34.77628852,35.01945155,10.74452608,0,64.91134128
31.22149244,34.77641916,35.03924149,10.69409941,0,64.91132785
31.22153845,34.77635822,35.03560971,10.70342355,0,64.91133385
31.22161303,34.77626293,35.02984959,10.71812881,0,64.91132761
31.22165904,34.77620199,35.02620392,10.72737745,0,64.91133436
31.22172961,34.77610204,35.02031756,10.74232253,0,64.91133687
31.22177804,34.77604493,35.01674564,10.75140119,0,64.91133701
31.22188158,34.77682242,35.03295018,10.70300745,0,64.91133121
31.2219424,34.7767772,35.02967084,10.7112904,0,64.91133598
31.22204305,34.77660038,35.02044465,10.73467049,0,64.91133586
31.22201579,34.77668257,35.02425819,10.72498641,0,64.91134149
31.22213697,34.77652374,35.01492371,10.74873141,0,64.91134044
31.22218301,34.77646282,35.01137362,10.75776671,0,64.91133796
31.22239261,34.77668126,35.01333623,10.75277123,0,64.91134054
31.222346,34.77674268,35.01692314,10.7436268,0,64.91133177
31.22228959,34.77685478,35.02267224,10.72900611,0,64.911333
31.22224423,34.77691845,35.02629587,10.71982423,0,64.91134257
31.22215211,34.77699492,35.03153421,10.70658503,0,64.9113333
31.2221055,34.77705634,35.03501036,10.69782479,0,64.91133942
31.22132321,34.77532907,35.02561085,10.73621733,0,64.91133742
31.22128394,34.77525753,35.02606215,10.73518441,0,64.91133681
31.22118014,34.77542504,35.03493498,10.71067606,0,64.91133223
31.2211335,34.77548627,35.03772436,10.70278204,0,64.91132693
31.22129959,34.77621686,35.0470167,10.67512595,0,64.91133347
31.22134561,34.77615596,35.0442267,10.68294101,0,64.91133964
31.22141911,34.77606085,35.0398556,10.6951867,0,64.91134301
31.22146497,34.77600018,35.03710135,10.70290875,0,64.91133675
31.22158523,34.7758427,35.02970587,10.72353782,0,64.91133983
31.22153926,34.77590359,35.03266931,10.71532933,0,64.91133214
31.22190957,34.77590647,35.0107248,10.76798118,0,64.91133741
31.22185704,34.77585239,35.01233812,10.76459979,0,64.9113281
31.22168691,34.77567642,35.01749844,10.75406439,0,64.9113425
31.22173926,34.77573059,35.01592388,10.75723485,0,64.91133117
31.2215144,34.77496605,35.02508883,10.73716098,0,64.91133185
31.22107523,34.77599088,35.04581084,10.67850634,0,64.91133716
31.22113874,34.77594554,35.04305379,10.68621053,0,64.91132865
31.22121021,34.77584707,35.03864117,10.69858091,0,64.91132937
31.22124132,34.7757701,35.03578172,10.70661633,0,64.91133833
31.22132808,34.77568832,35.03139091,10.7188684,0,64.91132762
31.22137471,34.77562708,35.02838681,10.72718198,0,64.91134071
31.22227987,34.77723271,35.02783872,10.71007421,0,64.91133101
31.22232018,34.77716675,35.02489368,10.71744828,0,64.91133636
31.22239331,34.77707112,35.02024263,10.72911232,0,64.9113345
31.22243986,34.77700988,35.01682235,10.73765483,0,64.91132796
31.22231266,34.776324,35.00354024,10.77932906,0,64.91133099
31.22226018,34.77626987,35.00430356,10.77827915,0,64.91133155
31.22214483,34.77614997,35.00590937,10.77625284,0,64.91133379
31.22209235,34.77609584,35.00661666,10.77544146,0,64.91133525
31.21998568,34.77313762,35.09129589,10.55626495,0,65.16737908
