

-- Schedule for TransitLine with ObjectID 528 --
Route type: Bus
start_time  end_time  weekdays  trip_id  route_id  service_id
05:26:55  05:27:28  ----F--  israelpublictransportation02052018BSOnly:31937346_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181971
05:26:55  05:27:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936851_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181974
05:26:55  05:27:28  ----F--  israelpublictransportation02052018BSOnly:31937346_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181975
05:26:55  05:27:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936851_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181970
05:46:55  05:47:28  ----F--  israelpublictransportation02052018BSOnly:31937347_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181975
05:46:55  05:47:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936852_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181970
05:46:55  05:47:28  ----F--  israelpublictransportation02052018BSOnly:31937347_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181971
05:46:55  05:47:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936852_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181974
06:06:55  06:07:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936853_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181970
06:06:55  06:07:28  ----F--  israelpublictransportation02052018BSOnly:31937348_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181971
06:06:55  06:07:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936853_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181974
06:06:55  06:07:28  ----F--  israelpublictransportation02052018BSOnly:31937348_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181975
06:26:55  06:27:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936854_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181974
06:26:55  06:27:28  ----F--  israelpublictransportation02052018BSOnly:31937349_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181975
06:26:55  06:27:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936854_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181970
06:26:55  06:27:28  ----F--  israelpublictransportation02052018BSOnly:31937349_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181971
06:38:55  06:39:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936855_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181970
06:38:55  06:39:28  ----F--  israelpublictransportation02052018BSOnly:31937350_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181975
06:38:55  06:39:28  ----F--  israelpublictransportation02052018BSOnly:31937350_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181971
06:38:55  06:39:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936855_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181974
06:44:01  06:44:33  MTWTh--Su  israelpublictransportation02052018BSOnly:32130342_120518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182202
06:44:01  06:44:33  MTWTh--Su  israelpublictransportation02052018BSOnly:31569592_010518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182196
06:44:01  06:44:33  ----F--  israelpublictransportation02052018BSOnly:32130632_120518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182203
06:44:01  06:44:33  ----F--  israelpublictransportation02052018BSOnly:31569882_010518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182197
06:44:01  06:44:33  MTWTh--Su  israelpublictransportation02052018BSOnly:32130342_210518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182199
06:44:01  06:44:33  ----F--  israelpublictransportation02052018BSOnly:32130632_210518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182200
06:50:55  06:51:28  ----F--  israelpublictransportation02052018BSOnly:31937351_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181975
06:50:55  06:51:28  ----F--  israelpublictransportation02052018BSOnly:31937351_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181971
06:50:55  06:51:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936856_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181974
06:50:55  06:51:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936856_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181970
07:02:55  07:03:28  ----F--  israelpublictransportation02052018BSOnly:31937352_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181971
07:02:55  07:03:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936857_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181970
07:02:55  07:03:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936857_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181974
07:02:55  07:03:28  ----F--  israelpublictransportation02052018BSOnly:31937352_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181975
07:14:01  07:14:33  MTWTh--Su  israelpublictransportation02052018BSOnly:32130343_210518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182199
07:14:01  07:14:33  MTWTh--Su  israelpublictransportation02052018BSOnly:31569593_010518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182196
07:14:01  07:14:33  MTWTh--Su  israelpublictransportation02052018BSOnly:32130343_120518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182202
07:14:55  07:15:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936858_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181974
07:14:55  07:15:28  ----F--  israelpublictransportation02052018BSOnly:31937353_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181971
07:14:55  07:15:28  ----F--  israelpublictransportation02052018BSOnly:31937353_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181975
07:14:55  07:15:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936858_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181970
07:24:01  07:24:33  ----F--  israelpublictransportation02052018BSOnly:32130633_210518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182200
07:24:01  07:24:33  ----F--  israelpublictransportation02052018BSOnly:32130633_120518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182203
07:24:01  07:24:33  ----F--  israelpublictransportation02052018BSOnly:31569883_010518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182197
07:26:55  07:27:28  ----F--  israelpublictransportation02052018BSOnly:31937354_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181971
07:26:55  07:27:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936859_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181974
07:26:55  07:27:28  ----F--  israelpublictransportation02052018BSOnly:31937354_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181975
07:26:55  07:27:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936859_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181970
07:35:55  07:36:28  ----F--  israelpublictransportation02052018BSOnly:31937355_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181975
07:35:55  07:36:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936860_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181974
07:35:55  07:36:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936860_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181970
07:35:55  07:36:28  ----F--  israelpublictransportation02052018BSOnly:31937355_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181971
07:44:01  07:44:33  MTWTh--Su  israelpublictransportation02052018BSOnly:31569594_010518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182196
07:44:01  07:44:33  MTWTh--Su  israelpublictransportation02052018BSOnly:32130344_210518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182199
07:44:01  07:44:33  ----F--  israelpublictransportation02052018BSOnly:31569884_010518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182197
07:44:01  07:44:33  ----F--  israelpublictransportation02052018BSOnly:32130634_210518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182200
07:44:01  07:44:33  ----F--  israelpublictransportation02052018BSOnly:32130634_120518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182203
07:44:01  07:44:33  MTWTh--Su  israelpublictransportation02052018BSOnly:32130344_120518  israelpublictransportation02052018BSOnly:17546  israelpublictransportation02052018BSOnly:59182202
07:44:55  07:45:28  MTWTh--Su  israelpublictransportation02052018BSOnly:31936861_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181974
07:44:55  07:45:28  ----F--  israelpublictransportation02052018BSOnly:31937356_010518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181971
07:44:55  07:45:28  ----F--  israelpublictransportation02052018BSOnly:31937356_210518  israelpublictransportation02052018BSOnly:17515  israelpublictransportation02052018BSOnly:59181975
