

-- Schedule for TransitLine with ObjectID 350 --
Route type: Bus
start_time  end_time  weekdays  trip_id  route_id  service_id
05:48:37  05:50:03  MTWTh--Su  israelpublictransportation12072017BSOnly:26363983_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627906
05:48:37  05:50:03  ----F--  israelpublictransportation12072017BSOnly:26364438_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627907
05:51:35  05:53:01  MTWTh--Su  israelpublictransportation12072017BSOnly:26405899_110717  israelpublictransportation12072017BSOnly:17570  israelpublictransportation12072017BSOnly:48627965
05:51:35  05:53:01  ----F--  israelpublictransportation12072017BSOnly:26405989_110717  israelpublictransportation12072017BSOnly:17570  israelpublictransportation12072017BSOnly:48627966
06:03:45  06:05:11  MTWTh--Su  israelpublictransportation12072017BSOnly:26410494_110717  israelpublictransportation12072017BSOnly:17545  israelpublictransportation12072017BSOnly:48628003
06:18:37  06:20:03  ----F--  israelpublictransportation12072017BSOnly:26364439_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627907
06:18:37  06:20:03  MTWTh--Su  israelpublictransportation12072017BSOnly:26363984_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627906
06:21:35  06:23:01  ----F--  israelpublictransportation12072017BSOnly:26405990_110717  israelpublictransportation12072017BSOnly:17570  israelpublictransportation12072017BSOnly:48627966
06:21:35  06:23:01  MTWTh--Su  israelpublictransportation12072017BSOnly:26405900_110717  israelpublictransportation12072017BSOnly:17570  israelpublictransportation12072017BSOnly:48627965
06:33:45  06:35:11  MTWTh--Su  israelpublictransportation12072017BSOnly:26410329_110717  israelpublictransportation12072017BSOnly:17545  israelpublictransportation12072017BSOnly:48628003
06:33:45  06:35:11  ----F--  israelpublictransportation12072017BSOnly:26410287_110717  israelpublictransportation12072017BSOnly:17545  israelpublictransportation12072017BSOnly:48628004
06:38:37  06:40:03  ----F--  israelpublictransportation12072017BSOnly:26364496_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627907
06:38:37  06:40:03  MTWTh--Su  israelpublictransportation12072017BSOnly:26363985_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627906
06:41:35  06:43:01  MTWTh--Su  israelpublictransportation12072017BSOnly:26405901_110717  israelpublictransportation12072017BSOnly:17570  israelpublictransportation12072017BSOnly:48627965
06:51:35  06:53:01  ----F--  israelpublictransportation12072017BSOnly:26405991_110717  israelpublictransportation12072017BSOnly:17570  israelpublictransportation12072017BSOnly:48627966
06:53:37  06:55:03  ----F--  israelpublictransportation12072017BSOnly:26364497_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627907
06:53:37  06:55:03  MTWTh--Su  israelpublictransportation12072017BSOnly:26363986_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627906
06:53:45  06:55:11  ----F--  israelpublictransportation12072017BSOnly:26410288_110717  israelpublictransportation12072017BSOnly:17545  israelpublictransportation12072017BSOnly:48628004
06:53:45  06:55:11  MTWTh--Su  israelpublictransportation12072017BSOnly:26410334_110717  israelpublictransportation12072017BSOnly:17545  israelpublictransportation12072017BSOnly:48628003
07:01:35  07:03:01  MTWTh--Su  israelpublictransportation12072017BSOnly:26406049_110717  israelpublictransportation12072017BSOnly:17570  israelpublictransportation12072017BSOnly:48627965
07:08:37  07:10:03  MTWTh--Su  israelpublictransportation12072017BSOnly:26363987_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627906
07:08:37  07:10:03  ----F--  israelpublictransportation12072017BSOnly:26364498_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627907
07:13:45  07:15:11  MTWTh--Su  israelpublictransportation12072017BSOnly:26410339_110717  israelpublictransportation12072017BSOnly:17545  israelpublictransportation12072017BSOnly:48628003
07:13:45  07:15:11  ----F--  israelpublictransportation12072017BSOnly:26410289_110717  israelpublictransportation12072017BSOnly:17545  israelpublictransportation12072017BSOnly:48628004
07:16:35  07:18:01  MTWTh--Su  israelpublictransportation12072017BSOnly:26405902_110717  israelpublictransportation12072017BSOnly:17570  israelpublictransportation12072017BSOnly:48627965
07:21:35  07:23:01  ----F--  israelpublictransportation12072017BSOnly:26405992_110717  israelpublictransportation12072017BSOnly:17570  israelpublictransportation12072017BSOnly:48627966
07:23:37  07:25:03  MTWTh--Su  israelpublictransportation12072017BSOnly:26363988_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627906
07:23:37  07:25:03  ----F--  israelpublictransportation12072017BSOnly:26364499_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627907
07:31:35  07:33:01  MTWTh--Su  israelpublictransportation12072017BSOnly:26406019_110717  israelpublictransportation12072017BSOnly:17570  israelpublictransportation12072017BSOnly:48627965
07:33:45  07:35:11  MTWTh--Su  israelpublictransportation12072017BSOnly:26410344_110717  israelpublictransportation12072017BSOnly:17545  israelpublictransportation12072017BSOnly:48628003
07:33:45  07:35:11  ----F--  israelpublictransportation12072017BSOnly:26410290_110717  israelpublictransportation12072017BSOnly:17545  israelpublictransportation12072017BSOnly:48628004
07:36:35  07:38:01  ----F--  israelpublictransportation12072017BSOnly:26405993_110717  israelpublictransportation12072017BSOnly:17570  israelpublictransportation12072017BSOnly:48627966
07:38:37  07:40:03  MTWTh--Su  israelpublictransportation12072017BSOnly:26363989_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627906
07:38:37  07:40:03  ----F--  israelpublictransportation12072017BSOnly:26364500_110717  israelpublictransportation12072017BSOnly:17513  israelpublictransportation12072017BSOnly:48627907
07:41:35  07:43:01  MTWTh--Su  israelpublictransportation12072017BSOnly:26406024_110717  israelpublictransportation12072017BSOnly:17570  israelpublictransportation12072017BSOnly:48627965
